Restaurant_Name,Web_Link,Locality,Sponsored,Ratings_out_of_5,Number of votes,Phone_number,Cuisines,Charges_for_two,payment_modes,Rest_timming,Detail_address,5_star_review_percentage,4_star_review_percentage,3_star_review_percentage,2_star_review_percentage,1_star_review_percentage,Wine and Beer,Dance Floor,Lunch Menu,Outdoor Seating,Seaside,4/5 Star,Free Parking,Pet Friendly,Bulk Orders Accepted,Gaming Are,City View,Vegetarian Only,Brunch,Live Music,Wheelchair Accessible,Home Delivery,Celebrity Frequented,Pre-Ordering Required,Pool Table,Keto Options,Wifi,Sports TV,Wine Tasting,Beer,Restricted Entry,Variable Menu,Serves Non Veg,Table booking for Groups,Poolside,Home Baker,Wine,Buffet,Board Games,Vegan Options,Table Reservation Not Required,Table reservation required,Rooftop,BYOB,Egg Preparations,Live Sports Screening,Luxury Dining,Seating Not Available,Desserts and Bakes,Card Upon Delivery,Serves Jain Food,Mall Parking,Available for Functions,Gastro Pub,Live Entertainment,Sugar Free Options,Couple Entry Only,Above 18 Only,Drive in,Drive Thru,Valet Parking Available,Indoor Seating,Free Wifi,Nightlife,Serves Cocktails,Kid Friendly,Craft Beer,All Day Breakfast,Gluten Free Options,Group Meal,Table booking not available,Full Bar Available,Members Only,Standing Tables,Karaoke,Entry Fee,Self Service,Delivery Only,LGBTQIA Friendly,No Alcohol Available,Unlimited Pizz,Private Dining Area Available,Smoking Are,Table booking recommended,Resto Bar,Serves Alcohol,Breakfast,Catering Available,Disabled Friendly,Serves Halal,Takeaway Only,BYOB Only,spam_review
Hotel Rajmudra,https://www.zomato.com/pune/hotel-rajmudra-2-aundh,Aundh,Quick Bites,3.3,Based on 33 votes,+91 9503031246,"North Indian, Mughlai, Seafood, Chinese",₹650,Cash only,"11am – 4pm, 7pm – 11pm","Shop 4B, Patil Complex, 37 Aundh Road, Bopodi, Aundh, Pune",79%,15%,0%,3%,3%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Engineer's,https://www.zomato.com/pune/engineers-hinjawadi,Hinjawadi,Quick Bites,3.7,99  votes,+91 9689908335 +91 9766592498,Maharashtrian,₹250,Cash and Digital Payments accepted,8am – 10pm,"Near Pavana Sahakari Bank, Hinjawadi, Pune",75%,14%,7%,2%,2%,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
Green Spoon Vegetarian Kitchen,https://www.zomato.com/pune/green-spoon-vegetarian-kitchen-baner,Baner,"Takeaway, Delivery",3.6,56  votes,+91 8390657156 +91 9503593928,North Indian,Not Present,Cash and Cards accepted,"11am – 3:30pm, 7pm – 11:30pm","2, Baner Pancard Club Road, Opposite Dutta Mandir, Baner, Pune",71%,14%,4%,4%,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Intreat,https://www.zomato.com/pune/intreat-balewadi,Balewadi,Casual Dining,3.5,498  votes,+91 9545926736,"Biryani, North Indian, Mughlai, Afghan",₹750,Cash and Cards accepted,"12noon – 3pm, 7pm – 2am","Ground Floor, Santoor Appartment, Near Pearl Society, Dasra Chowk, Balewadi, Pune",42%,20%,10%,7%,21%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Krish Restaurant,https://www.zomato.com/pune/krish-restaurant-wakad,Wakad,Quick Bites,3.5,71  votes,+91 8087568999,"North Indian, Mughlai, Chinese, Odia",₹500,"Cash,Cards and Digital Payments accepted",12noon – 12midnight,"Karpe Complex, Marunji Road, Binode Nagar, Wakad, Pune",63%,13%,13%,1%,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
Rajmudra Biryani House,https://www.zomato.com/pune/rajmudra-biryani-house-hinjawadi,Hinjawadi,Quick Bites,3.5,329  votes,+91 7972941465 +91 9158173003,"Biryani, Chinese",₹500,"Cash,Cards and Digital Payments accepted",10am – 3am,"Opposite Shell Petrol Pump, Wakad Hinjewadi Road, Hinjawadi, Pune",50%,9%,11%,8%,22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Hotel Jagdamb,https://www.zomato.com/pune/spicy-affairs-wakad,Wakad,Quick Bites,3.7,60  votes,+91 9730273655 +91 9422653955,"North Indian, Maharashtrian",₹500,Cash and Cards accepted,"12:30pm – 4pm, 7pm – 11pm","165, New Mumbai Bangalore Highway, Wakad, Pune",50%,33%,10%,0%,7%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24/7 Gallery Café - Hyatt Place,https://www.zomato.com/gallerycafepune,Hinjawadi,"Fine Dining, Bar",3.8,320  votes,+91 7720065262 +91 7720092278,"North Indian, Chinese, Continental, Desserts","₹2,100",Cash and Cards accepted,24 Hours,"Hyatt Place, Rajiv Gandhi Info Tech Park, Phase 1, Hinjawadi, Pune",29%,37%,17%,8%,9%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,12
Cakes N Crumbles,https://www.zomato.com/pune/cakes-n-crumbles-wakad,Wakad,Bakery,3.9,217  votes,+91 9370021919,"Bakery, Desserts",₹400,"Cash,Cards and Digital Payments accepted",10:30am – 10:30pm,"Shop 11, Windsor Park, Dattamandir Road, Wakad, Pune",64%,19%,4%,1%,12%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Patlacha Wada,https://www.zomato.com/pune/patlacha-wada-1-baner,Baner,Casual Dining,3.6,157  votes,+91 9370338338 +91 9370438338,"Chinese, Maharashtrian",₹650,"Cash,Cards and Digital Payments accepted",11am – 12midnight,"Villa 104, Serial 22/5, Nandan Amaira, Near Manali Hotel, Balewadi, Baner, Pune",37%,24%,13%,4%,22%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
Desi Adda,https://www.zomato.com/pune/desi-adda-wakad,Wakad,"Takeaway, Delivery",0,0,+91 9595510793,"Street Food, Beverages",Not Present,Cash only,9am – 10pm,"Survey 257, Shop 1, Sonigara Laurel, Kaspate Wasti, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siilver Spoon Family Resto & Bar,https://www.zomato.com/pune/siilver-spoon-family-resto-bar-wakad,Wakad,"Casual Dining, Bar",3.8,266  votes,+91 7030633400,"North Indian, Mughlai, Asian, Seafood, Continental, Beverages","₹1,100","Cash,Cards and Meal Coupons accepted",11am – 12midnight,"Siddhi Nisarg, Bhumkar Chowk, Marunji Road, Wakad, Pune",35%,35%,10%,6%,14%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16
Aroma The Green's,https://www.zomato.com/pune/aroma-the-greens-1-hinjawadi,Hinjawadi,Casual Dining,3.6,221  votes,+91 8888881919 +91 7719081818,"Chinese, Seafood",₹600,"Cash,Cards and Digital Payments accepted",11:45am – 3am,"New DP Road, Near Laxmi Chowk, Hinjewadi, Pune",49%,18%,10%,6%,17%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
Delhi Bar Be Q,https://www.zomato.com/pune/delhi-bar-be-q-balewadi,Balewadi,Casual Dining,3.4,109  votes,+91 8806780003,"North Indian, Lucknowi, Kebab, Chinese, Biryani, BBQ",₹400,"Cash,Cards and Digital Payments accepted",1pm – 1am,"Opposite Nicmar College Portland 34 Chowpatty Mitcon College Road, Balewadi, Pune",49%,13%,7%,6%,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chicken Xperience Venky's,https://www.zomato.com/pune/chicken-xperience-venkys-wakad,Wakad,Quick Bites,3.2,Based on 18 votes,+91 9011238827,Fast Food,₹300,"Cash,Cards and Digital Payments accepted",11am – 12midnight,"Shop 5, Serial Number 257, Sonigra Lorial, Kaspate Vasti, Mankar Chowk, Wakad, Pune",61%,17%,0%,0%,22%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazzetti,https://www.zomato.com/pune/lazzetti-1-baner,Baner,Quick Bites,3.4,39  votes,+91 8668544154 +91 9021931003,"Chinese, Lebanese",₹300,Cash only,1pm – 11:30pm,"Shop 6, S 282, Aditi Mall, Baner, Pune",56%,21%,8%,5%,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mannat Biryani House,https://www.zomato.com/pune/mannat-biryani-house-1-wakad,Wakad,Quick Bites,3.5,22  votes,+91 9822451110,North Indian,₹400,"Cash,Cards and Digital Payments accepted",11am – 4am,"Shop 2, Survey 177, Opposite Pawana Sahakari Bank, Near Parks Way, Wakad, Pune",81%,14%,0%,5%,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Meal O Meal,https://www.zomato.com/pune/meal-o-meal-baner,Baner,Delivery,3.3,4  votes,+91 9527507207,"North Indian, Biryani",Not Present,Cash only,11am – 5am,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",80%,0%,0%,0%,20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganesh Bhel,https://www.zomato.com/pune/ganesh-bhel-4-wakad,Wakad,Quick Bites,-,0,+91 7028678999,"Street Food, Fast Food",₹200,"Cash,Cards and Digital Payments accepted",11am – 10:30pm,"Survey Number 193/7, Shop C 29, Riddhi Siddhi heights, Wakad, Pune",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aab-o-Daana,https://www.zomato.com/pune/aab-o-daana-wakad,Wakad,"Takeaway, Delivery",3.4,Based on 11 votes,+91 8411050200,"North Indian, Mughlai",Not Present,Cash and Cards accepted,"11am – 3am, 7am – 11pm","Shankar Kalate Nagar, Near Wakad Post office And PDCC Bank Wakad Road, Wakad, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S7 Biryani House,https://www.zomato.com/pune/s7-biryani-house-hinjawadi,Hinjawadi,Quick Bites,3.2,Based on 9 votes,+91 9011124643,"North Indian, Biryani",₹350,Cash only,11am – 3am,"261/4, Laxmi Chowk, Near Sankalpsidhhi Building, Hinjawadi, Pune",45%,22%,0%,0%,33%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakes & Sundaes,https://www.zomato.com/pune/shakes-sundaes-balewadi,Balewadi,Beverage Shop,3.6,Based on 36 votes,+91 9611470400,"Beverages, Fast Food",₹200,"Cash,Debit Cards and Digital Payments accepted",12noon – 12midnight,"Survey 17, Sunshine Garden, Balewadi, Pune",74%,17%,3%,0%,6%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reddys Biryani,https://www.zomato.com/pune/reddys-biryani-hinjawadi,Hinjawadi,Delivery,-,0,+91 7030065348,Biryani,Not Present,Cash and Digital Payments accepted,11am – 11pm,"A/P-26, Mega Market, Near Megapolice CIrcle, Phase 3, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masala Darbar,https://www.zomato.com/pune/masala-darbar-wakad,Wakad,Quick Bites,-,0,+91 9511870509,"North Indian, Chinese, Mughlai",₹500,Cash and Digital Payments accepted,8pm – 6am,"Opposite Jotiba Salon, PCMC, Ward 25, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachana Restaurant,https://www.zomato.com/pune/rachana-restaurant-wakad,Wakad,Casual Dining,3.5,35  votes,+91 9146127700 +91 9511772004,"North Indian, Chinese",₹600,Cash only,"11am – 4pm, 7pm – 11pm","Ariana Apartment, Bhumkar Road, Vinode Wasti, Bhagwan Nagar,  Wakad, Pune",65%,14%,6%,9%,6%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Jay Malhar,https://www.zomato.com/pune/jay-malhar-1-balewadi,Balewadi,Quick Bites,3.4,35  votes,+91 7219088335,North Indian,₹500,Cash and Digital Payments accepted,"11am – 4pm, 6pm – 12midnight","Hotel Porthand, 34, Opposite Nicmar College, Balewadi, Pune",68%,6%,6%,0%,20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sai Kaveri,https://www.zomato.com/pune/kaveri-aundh,Aundh,Casual Dining,2.6,116  votes,+91 9511795269 +91 9561528262,"North Indian, Chinese, Fast Food, South Indian",₹450,Cash only,9am – 11pm,"6, Raviraj Divine, Below City International School, Near Cosmos Bank, Aundh, Pune",21%,27%,21%,12%,19%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Hotel Kaveri,https://www.zomato.com/pune/hotel-kaveri-balewadi,Balewadi,Quick Bites,3.5,133  votes,+91 9657101101 020 65401001,Maharashtrian,₹500,Cash and Cards accepted,10am – 11pm,"Near Mumbai Bangalore Highway, Balewadi, Pune",23%,32%,20%,7%,18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sarovar Family Resto & Bar,https://www.zomato.com/pune/sarovar-family-resto-bar-balewadi,Balewadi,Casual Dining,2.3,159  votes,+91 8087082927,"North Indian, Chinese",₹750,Cash and Cards accepted,24 Hours,"Opposite Balewadi Krida Sankul, Mumbai - Bangalore Highway, Patil Nagar, Balewadi, Pune",19%,33%,18%,9%,21%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7
Hotel Rangoli Family Dhaba,https://www.zomato.com/pune/hotel-rangoli-family-dhaba-wakad,Wakad,Dhaba,3.8,163  votes,+91 8888472953 +91 8888476856,"Rajasthani, North Indian",₹400,Cash and Cards accepted,"10:30am – 3pm, 7pm – 11pm","Shop 30/31, Plot 10, Building B, Pride Purple Square, Wakad, Pune",34%,45%,7%,4%,10%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MoMo 2Go - Courtyard By Marriott Pune Hinjewadi,https://www.zomato.com/pune/momo-2go-courtyard-by-marriott-pune-hinjewadi-hinjawadi,Hinjawadi,"Quick Bites, Bakery",4,116  votes,+91 8806661435 +91 7875551500,"Desserts, Bakery","₹2,100",Cash and Cards accepted,24 Hours,"P4, Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi, Pune",34%,35%,17%,8%,6%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9
Box Singh,https://www.zomato.com/pune/box-singh-wakad,Wakad,Delivery,0,0,+91 7087800447,North Indian,Not Present,Cash only,"11:30am – 3pm, 7:30pm – 2am","Shop 16, Ground Floor, Windsor Park, Wakad Hinjewadi Road, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soy Affair,https://www.zomato.com/pune/soy-affair-aundh,Aundh,Quick Bites,4.2,634  votes,020 48618111 +91 9766619265,"Chinese, Thai, Asian",₹500,"Cash,Cards and Digital Payments accepted","12noon – 3:30pm, 7pm – 11:30pm","Shop A2, Sai Heritage, Near Medipoint Hospital, New DP Road, Aundh, Pune",52%,28%,10%,4%,6%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Indian Thali House,https://www.zomato.com/pune/indian-thali-house-hinjawadi,Hinjawadi,Quick Bites,3.5,202  votes,+91 8208344884 +91 8087940209,North Indian,₹400,"Cash,Cards and Digital Payments accepted","11am – 4pm, 7pm – 11pm","Plot P23/4, Phase 1, Hinjawadi, Pune",35%,24%,16%,7%,18%,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Indian Thali House,https://www.zomato.com/pune/indian-thali-house-hinjawadi,Hinjawadi,Quick Bites,3.5,202  votes,+91 8208344884 +91 8087940209,North Indian,₹400,"Cash,Cards and Digital Payments accepted","11am – 4pm, 7pm – 11pm","Plot P23/4, Phase 1, Hinjawadi, Pune",35%,24%,16%,7%,18%,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Indorilaal,https://www.zomato.com/pune/indorilaal-baner,Baner,Quick Bites,3.8,470  votes,+91 9921753275,"Street Food, Beverages",₹200,Cash only,7:30am – 9:30pm,"Sunflower Building, Near Primrose Mall, Baner, Pune",34%,26%,14%,8%,18%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
Sangrila Chinese  And Fast Food,https://www.zomato.com/pune/sangrila-chinese-and-fast-food-baner,Baner,Quick Bites,3,Based on 6 votes,+91 8530668777,"Chinese, Sandwich",₹400,"Cash,Cards and Digital Payments accepted",12noon – 12midnight,"Shop 2, Opposite Jupiter Hospital, Aundh-Baner Link Road, Baner, Pune",66%,17%,0%,17%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D9 Litti Chokha,https://www.zomato.com/pune/d9-litti-chokha-wakad,Wakad,Quick Bites,3.8,219  votes,+91 7620201383,"North Indian, Street Food",₹300,Cash and Digital Payments accepted,11am – 11pm,"Fab Chaupati, Dutta Mandir Chowk, Wakad, Pune",54%,10%,7%,7%,22%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
